Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Bobby Simmons,25.4,MIL,Forward,158,0,0.0%,0,0.0%,18,0.9%,94,0.0%
Joe Smith,30.3,MIL,Big,104,0,57.1%,28,11.8%,31,1.4%,56,25.0%
Eric Snow,32.5,CLE,Point,405,25,75.9%,76,12.2%,24,1.2%,65,30.0%
Jerry Stackhouse,31.0,DAL,Wing,708,28,77.8%,9,5.6%,78,2.7%,66,25.0%
Michael Sweetney,23.0,CHI,Big,118,0,78.9%,42,13.5%,92,4.9%,83,40.0%
Jason Terry,28.1,DAL,Combo,841,50,83.1%,60,8.0%,60,1.5%,50,22.6%
Kenny Thomas,28.3,SAC,Big,147,0,69.2%,78,23.3%,3,0.6%,19,14.3%
Tim Thomas,28.7,PHX,Big,635,94,77.6%,14,8.7%,42,1.7%,81,35.0%
Nick Van Exel,33.9,SAS,Point,128,0,100.0%,47,8.8%,0,0.8%,0,0.0%
Keith Van Horn,30.0,DAL,Forward,162,0,100.0%,18,1.9%,6,0.9%,82,100.0%
Anderson Varejao,23.1,CLE,Big,226,39,68.6%,83,25.9%,72,2.6%,72,33.3%
Jacque Vaughn,30.7,BKN,Combo,153,0,57.1%,80,9.7%,40,1.3%,60,33.3%
Sasha Vujacic,21.7,LAL,Wing,128,0,100.0%,72,14.3%,6,0.7%,0,0.0%
Dwyane Wade,23.8,MIA,Wing,958,39,80.8%,97,18.8%,91,4.1%,34,18.6%
Antoine Walker,29.2,MIA,Forward,856,0,55.8%,35,7.7%,24,1.0%,47,17.4%
Ben Wallace,31.1,DET,Big,638,0,27.3%,89,28.1%,61,2.2%,28,20.0%
Rasheed Wallace,31.1,DET,Big,627,11,52.7%,17,9.5%,47,1.8%,17,13.0%
Luke Walton,25.6,LAL,Forward,234,0,100.0%,12,1.2%,76,2.0%,82,100.0%
Bonzi Wells,29.1,SAC,Wing,248,0,65.1%,88,17.5%,75,2.4%,16,5.6%
Jason Williams,30.0,MIA,Point,679,63,84.4%,24,5.7%,6,0.8%,0,0.0%
Metta World Peace,26.0,SAC,Wing,196,0,69.6%,44,10.6%,31,1.5%,88,33.3%
